,name,category,chain,chains,currentChainTvls
176,SecretSwap,Dexes,Secret,['Secret'],{'Secret': 1527187.9785}
177,Convergence,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 514242.82071, 'Moonbeam': 42938.01256}"
178,Depth,Dexes,Heco,['Heco'],"{'BSC': 1086850.32508, 'Heco': 1764773.7937}"
179,Maple,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Solana-borrowed': 0, 'Ethereum': 2788356.61381, 'Ethereum-staking': 10586761.64131, 'Ethereum-borrowed': 23216427.91396, 'Solana': 22434.7993, 'borrowed': 23216427.91396, 'staking': 10586761.64131}"
180,Ram Protocol,Lending,ThunderCore,['ThunderCore'],"{'borrowed': 223008.99573, 'ThunderCore-borrowed': 223008.99573, 'ThunderCore': 953585.50591}"
181,Yogi Finance,Dexes,Binance,['BSC'],"{'BSC': 0, 'Polygon': 0}"
182,iTrust Finance,Insurance,Ethereum,['Ethereum'],{'Ethereum': 810124.4628}
183,BiSwap,Dexes,Binance,['BSC'],"{'BSC': 167850202.31318, 'BSC-staking': 49933047.25391, 'staking': 49933047.25391}"
184,Fluity,CDP,Binance,['BSC'],{'BSC': 45010.60598}
185,YouSwap,Dexes,Heco,['Ethereum'],"{'BSC': 58709.06755, 'Ethereum': 100300.04982, 'Heco': 69778.93997}"
186,Sovryn,Dexes,RSK,['Rootstock'],{'Rootstock': 25092900.66}
187,Aquarius,CDP,Fantom,['Fantom'],{'Fantom': 15933.61372}
188,PinkSwap,Dexes,Binance,['BSC'],"{'BSC': 576170.83622, 'BSC-staking': 4192.62103, 'staking': 4192.62103}"
189,MakiSwap,Dexes,Heco,['Heco'],"{'Heco': 625991.17725, 'Heco-staking': 310862.4616, 'staking': 310862.4616}"
190,MoneyOnChain,Lending,RSK,['Rootstock'],{'Rootstock': 45865038.01712}
191,Firebird,Dexes,Polygon,['Polygon'],{'Polygon': 143533.62912}
192,O3 Swap,Cross Chain,PolyNetwork,['BSC'],"{'Optimism': 396042.36, 'Metis': 37204.05, 'KCC': 42036.5, 'Cube': 53393.62, 'Bitgert': 45442.01, 'BSC': 1344117.76, 'Ethereum': 1158384.84, 'Gnosis': 34786.51, 'Astar': 12740.98, 'Avalanche': 348666.94, 'Polygon': 907591.11, 'Celo': 16610.95, 'Arbitrum': 709759.34, 'Fantom': 280547.29}"
193,Sifchain,Dexes,Sifchain,['Sifchain'],{'Sifchain': 72311.88553}
194,Alpaca Leveraged Yield Farming,Leveraged Farming,Binance,['BSC'],"{'BSC': 148495845.53923, 'BSC-staking': 20557204.9789, 'Fantom-staking': 575377.37346, 'staking': 21132582.35236, 'Fantom': 2410118.59837}"
195,Abracadabra,CDP,Ethereum,['Ethereum'],"{'Ethereum': 206418026.92084, 'Avalanche': 1167106.67126, 'Arbitrum': 30856209.20836, 'Fantom': 1034147.76136}"
196,FilDA,Lending,Heco,['IoTeX'],"{'Kava': 167.39438, 'BSC': 205.58303, 'IoTeX': 9530792.79021, 'Heco': 4010406.06092, 'Arbitrum': 24384.7385, 'borrowed': 2555072.21769, 'Heco-borrowed': 919617.21492, 'Arbitrum-borrowed': 1431.1048, 'REI-borrowed': 23149.44458, 'Elastos-borrowed': 170199.56488, 'Bittorrent-borrowed': 0, 'Polygon-borrowed': 1459.52687, 'BSC-borrowed': 2.3955, 'Bittorrent': 9.46951, 'Elastos': 925510.47519, 'Polygon': 12935.66909, 'REI': 79709.73516, 'IoTeX-borrowed': 1439124.9088, 'Kava-borrowed': 88.05736}"
197,ZooCoin,Dexes,Fantom,['Fantom'],{'Fantom': 72192.3849}
198,PadSwap,Dexes,Binance,['BSC'],"{'BSC': 249751.78407, 'BSC-staking': 0, 'Moonriver': 43743.80868, 'staking': 0, 'Moonbeam': 41183.98809}"
199,Gravity Finance,Dexes,Polygon,['Polygon'],{'Polygon': 421400.98642}
200,Aztec,Privacy,Ethereum,['Ethereum'],{'Ethereum': 21495624.15714}
201,InsurAce,Insurance,Ethereum,['Ethereum'],"{'BSC': 923450.78029, 'Ethereum': 2751327.67991, 'Avalanche': 2449516.64723, 'Polygon': 2386226.30512}"
202,Dopple Finance,Algo-Stables,Binance,['BSC'],"{'BSC': 178146.29684, 'Harmony': 0.21392, 'Fantom': 154.81184}"
203,xDollar,CDP,Polygon,['IoTeX'],"{'Arbitrum-staking': 0, 'IoTeX': 264286.1982, 'Ethereum': 26208.43322, 'Avalanche': 7015.24008, 'Avalanche-staking': 0, 'Polygon': 53001, 'Polygon-staking': 0, 'Arbitrum': 10452.23262, 'staking': 0}"
204,MANTRA DAO,Lending,Ethereum,['Ethereum'],"{'pool2': 301041.57725, 'Polygon-pool2': 91004.88556, 'BSC-pool2': 0, 'Ethereum-pool2': 210036.69169, 'BSC': 0, 'Ethereum': 1278185.45867, 'BSC-staking': 5022040.86758, 'Ethereum-staking': 3362911.30776, 'Polygon': 0, 'Ethereum-borrowed': 17894420.63511, 'Polygon-staking': 839052.2929, 'borrowed': 17894420.63511, 'staking': 9224004.46825}"
205,Parrot Protocol,CDP,Solana,['Solana'],"{'Solana-staking': 19360950.04712, 'Solana': 9052630.89039, 'staking': 19360950.04712}"
206,BabySwap,Dexes,Binance,['BSC'],"{'BSC': 12320660.28162, 'BSC-staking': 0, 'staking': 0}"
207,Iron Finance,CDP,Polygon,['Polygon'],"{'Polygon-borrowed': 46116.55136, 'Fantom-borrowed': 63.12716, 'Avalanche': 29.69914, 'Polygon': 803568.69644, 'borrowed': 46179.67851, 'Fantom': 1348.50774}"
208,Perpetual Protocol,Derivatives,xDai,['Optimism'],"{'Optimism': 16971568.15199, 'Ethereum-staking': 1411005.40773, 'staking': 1411005.40773}"
209,ICHI Farm,CDP,Ethereum,['Ethereum'],"{'pool2': 404751.50565, 'Ethereum-pool2': 404751.50565, 'Ethereum': 10109287.28368, 'Polygon': 1267806.14748, 'Ethereum-staking': 1644583.91479, 'staking': 1644583.91479}"
210,Kaidex,Dexes,Kardia,['Kardia'],{'Kardia': 3843609.54803}
211,Kebab Finance,Dexes,Binance,['BSC'],"{'BSC': 51492.17495, 'BSC-staking': 0, 'staking': 0}"
212,NFT20,NFT Marketplace,Ethereum,['Ethereum'],"{'pool2': 106703.22973, 'Ethereum-pool2': 106703.22973, 'Ethereum': 157848.78066, 'Polygon': 31.8414, 'Ethereum-staking': 431113.71965, 'staking': 431113.71965}"
213,CashCow Finance,Lending,Binance,['BSC'],"{'BSC': 106589.25749, 'BSC-staking': 2153.9627, 'BSC-borrowed': 45128.52673, 'borrowed': 45128.52673, 'staking': 2153.9627}"
214,Piggy,CDP,Binance,['BSC'],{'BSC': 24250.27698}
215,Hop Protocol,Cross Chain,Ethereum,['Ethereum'],"{'Optimism': 12342493.80453, 'Ethereum': 60577676.13884, 'Gnosis': 1300932.65415, 'Polygon': 6180716.15428, 'Arbitrum': 11901867.08164}"
216,Osmosis DEX,Dexes,Osmosis,['Osmosis'],{'Osmosis': 172897254.74154}
217,KokomoSwap,Dexes,Binance,['BSC'],{'BSC': 21952.51586}
218,Rabbit Finance,Lending,Binance,['BSC'],"{'BSC': 819198.20842, 'BSC-staking': 0, 'staking': 0}"
219,Nerve Staking,Dexes,Nuls,['Nuls'],{'Nuls': 2879495}
220,Cardstarter,Launchpad,Ethereum,['Ethereum'],"{'Ethereum': 0, 'pool2': 661336.57554, 'Ethereum-staking': 273724.55006, 'staking': 273724.55006, 'Ethereum-pool2': 661336.57554}"
221,LendHub,Lending,Heco,['Heco'],"{'Heco': 13164.13732, 'borrowed': 0, 'Heco-borrowed': 0}"
222,Premia,Options,Ethereum,['Arbitrum'],"{'Optimism': 1408993.81803, 'BSC': 10048.85339, 'Ethereum': 1699519.82351, 'Ethereum-staking': 5296811.59503, 'Arbitrum': 4267488.75486, 'Fantom': 1152519.00172, 'staking': 5296811.59503}"
223,NFTX,NFT Marketplace,Ethereum,['Ethereum'],"{'Ethereum': 24132508.13874, 'Arbitrum': 0}"
224,PolyQuity,CDP,Polygon,['Polygon'],{'Polygon': 248685.61387}
225,Cozy Finance,Insurance,Ethereum,['Ethereum'],"{'Ethereum': 547506.50323, 'Ethereum-borrowed': 93260.33114, 'borrowed': 93260.33114}"
226,Qilin,Dexes,Ethereum,['Ethereum'],{'Ethereum': 14075.28819}
227,Shiba Fantom,Dexes,Fantom,['Fantom'],{'Fantom': 19958.18084}
228,TendieSwap,Dexes,Binance,['BSC'],"{'BSC': 1623.50389, 'BSC-staking': 0, 'staking': 0}"
229,Zenlink,Dexes,Moonriver,['Astar'],"{'Astar': 569747.17745, 'Moonriver': 506694.99742, 'Moonbeam': 195600.01547}"
230,Wrapped,Cross Chain,Ethereum,['Ethereum'],"{'Ethereum': 10080560.20434, 'Celo': 3606157.6286}"
231,NowSwap,Dexes,Ethereum,['Ethereum'],{'Ethereum': 18.5128}
232,Meteora pools,Dexes,Solana,['Solana'],{'Solana': 11707861.1134}
233,Guard-Helmet,Insurance,Polygon,['BSC'],"{'BSC': 5900820.68567, 'Polygon': 3978655.48881}"
234,ShibaSwap,Dexes,Ethereum,['Ethereum'],{'Ethereum': 31300729.76374}
235,Neutrino,Indexes,Waves,['Waves'],{'Waves': 6567696.06304}
236,Swop,Dexes,Waves,['Waves'],{'Waves': 8365349.33429}
237,Polydex,Dexes,Polygon,['Polygon'],{'Polygon': 282056.73888}
238,ApeSwap AMM,Dexes,Binance,['BSC'],"{'BSC': 26015472.17966, 'Ethereum': 186277.67336, 'BSC-staking': 6848472.10217, 'Polygon': 9595997.23373, 'Telos': 3726345.87277, 'staking': 6848472.10217}"
239,Symmetric,Dexes,xDai,['Gnosis'],"{'Kava': 45.20113, 'Gnosis': 36778.60557, 'Celo': 15343.57685}"
240,Amun,Indexes,Ethereum,['Solana'],"{'Ethereum': 0, 'Polygon': 0, 'Solana': 42360.08538}"
241,WardenSwap,Dexes,Binance,['BSC'],"{'BSC': 411769.18561, 'BSC-staking': 0, 'staking': 0}"
242,Mars Poolin,Yield,Ethereum,['Ethereum'],{'Ethereum': 339008.77181}
243,BakerySwap,Dexes,Binance,['BSC'],"{'BSC': 8616345.58111, 'BSC-staking': 5296267.79387, 'staking': 5296267.79387}"
244,BXH,Dexes,Heco,['Heco'],"{'BSC': 55869.20608, 'Ethereum': 18630.07926, 'OKExChain': 72680.83868, 'Heco': 435173.32143, 'Avalanche': 2254.89355}"
245,Tokenlon,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 1573176.20885, 'pool2': 84808.87192, 'Ethereum-staking': 37182933.41273, 'staking': 37182933.41273, 'Ethereum-pool2': 84808.87192}"
246,CafeSwap,Dexes,Binance,['BSC'],"{'BSC': 143687.507, 'BSC-staking': 0, 'Polygon': 40508.70034, 'Polygon-staking': 0, 'staking': 0}"
247,Clipper,Dexes,Ethereum,['Ethereum'],"{'Optimism': 800603.96287, 'Ethereum': 8914073.08139, 'Polygon': 349042.834, 'Arbitrum': 777406.22217, 'Moonbeam': 23339.98684}"
248,Pippi,Dexes,Heco,['Heco'],{'Heco': 602932.35033}
249,Bumper Finance,Insurance,Ethereum,['Ethereum'],{'Ethereum': 6404510.64085}
250,WeStarter,Launchpad,Heco,['Heco'],{'Heco': 1199.3975}
251,Saber,Dexes,Solana,['Solana'],{'Solana': 9706822.53462}
252,DinoSwap,Dexes,Polygon,['Polygon'],"{'Polygon': 44706.66712, 'pool2': 26951.99683, 'Polygon-pool2': 26951.99683, 'Polygon-staking': 0, 'staking': 0}"
253,Scream,Lending,Fantom,['Fantom'],"{'Fantom-borrowed': 22685146.82075, 'Fantom-staking': 34910.87933, 'borrowed': 22685146.82075, 'staking': 34910.87933, 'Fantom': 11946109.31915}"
254,Polkaswap,Dexes,Sora,['Sora'],{'Sora': 3556844.2728}
255,Elk,Dexes,Polygon,['Polygon'],"{'Optimism': 54812.67694, 'Kava': 380056.80452, 'Moonriver': 10166.93441, 'Harmony': 7679.14957, 'BSC': 292766.57366, 'IoTeX': 40255.4677, 'Ethereum': 107164.17087, 'Gnosis': 111795.47863, 'Heco': 19300.49762, 'Avalanche': 374156.43896, 'Telos': 32757.02585, 'Arbitrum': 63649.41582, 'Fuse': 33078.32528, 'Fantom': 145347.85247, 'Cronos': 95799.58897, 'OKExChain': 11666.59791, 'Hoo': 0, 'KCC': 26991.29535, 'Bittorrent': 17581.53457, 'Elastos': 128164.70255, 'Polygon': 444919.1504}"
256,Paint Swap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 2900117.41294, 'staking': 2900117.41294, 'Fantom': 195634.18942}"
257,Bunicorn,Dexes,Binance,['BSC'],"{'BSC': 1615319.51897, 'BSC-staking': 165.90826, 'staking': 165.90826}"
258,Deri Protocol,Options,Binance,['Arbitrum'],"{'BSC': 887935.25898, 'Polygon': 86440.58541, 'Arbitrum': 1411247.70133}"
259,Wild Credit,Lending,Ethereum,['Ethereum'],"{'Ethereum': 24184.30592, 'Ethereum-borrowed': 18479.29622, 'borrowed': 18479.29622}"
260,PolyDEX-Cryption Network,Dexes,Polygon,['Polygon'],{'Polygon': 35380.6908}
261,Acumen,Lending,Solana,['Solana'],{'Solana': 0}
262,Mint Club,Launchpad,Binance,['BSC'],{'BSC': 883177.0979}
263,CobraSwap,Dexes,Binance,['BSC'],{'BSC': 29903.06945}
264,Fractional Art,Indexes,Ethereum,['Ethereum'],{'Ethereum': 3758954.43437}
265,SUN.io,Dexes,Tron,['Tron'],"{'pool2': 12407265.88134, 'Tron': 61331474.45365, 'Tron-pool2': 12407265.88134, 'Tron-staking': 7579222.12527, 'staking': 7579222.12527}"
266,Longdrink,Indexes,Binance,['BSC'],"{'BSC': 0, 'pool2': 424.25314, 'BSC-pool2': 424.25314}"
267,Tarot,Lending,Fantom,['Fantom'],"{'Optimism': 4820192.50024, 'Kava': 1243293.9458, 'Arbitrum-borrowed': 829986.69545, 'BSC-borrowed': 1546079.66915, 'BSC': 3469818.92618, 'Fantom-borrowed': 7489907.36416, 'Ethereum': 377878.04871, 'Optimism-borrowed': 2150804.5219, 'Ethereum-borrowed': 139900.15698, 'Arbitrum': 1756068.49958, 'borrowed': 12497688.24359, 'Kava-borrowed': 341009.83596, 'Fantom': 18467149.71766}"
268,WitSwap,Oracle,Witnet,['Ethereum'],{'Ethereum': 0}
269,LoTerra,Prediction Market,Terra,['Terra Classic'],"{'Terra Classic-treasury': 0, 'Terra Classic': 2244.84084, 'treasury': 0}"
270,MiningTycoon,Staking,Heco,['BSC'],"{'BSC': 21527.30225, 'BSC-staking': 23938.36047, 'staking': 23938.36047}"
271,Mean Finance,Services,Ethereum,['Optimism'],"{'Optimism': 566687.9175, 'Ethereum': 391859.26149, 'Polygon': 393056.05449, 'Arbitrum': 436846.76031}"
272,Balanced,Dexes,Icon,['Icon'],{}
273,Polycat,Dexes,Polygon,['Polygon'],"{'Polygon': 2644179.76471, 'pool2': 6623.76663, 'Polygon-pool2': 6623.76663, 'Polygon-staking': 456702.22754, 'staking': 456702.22754}"
274,Alita Finance,Dexes,Binance,['BSC'],"{'BSC': 1066630.55302, 'BSC-staking': 695901.00077, 'staking': 695901.00077}"
275,Trader Joe DEX,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 59731522.53837, 'Avalanche-staking': 1438991.12608, 'staking': 1438991.12608}"
276,Mensa Protocol,Lending,Fantom,['Fantom'],{'Fantom': 4712.66159}
277,Karura Swap,Dexes,Karura,['Karura'],{'Karura': 1244561.31828}
278,Karura Dollar (kUSD),Lending,Karura,['Karura'],{'Karura': 7931046.51477}
279,Vanilla,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 26047.89341}
280,Solend,Lending,Solana,['Solana'],"{'Solana-borrowed': 5198743.11372, 'Solana': 22239479.13513, 'borrowed': 5198743.11372}"
281,Yapeswap,Dexes,Ethereum,['Ethereum'],{'Ethereum': 20798.6162}
282,Pilot Protocol,Lending,Heco,['Heco'],{'Heco': 656888.94227}
283,Beta Finance,Lending,Ethereum,['Ethereum'],"{'Ethereum': 1781028.06813, 'Avalanche': 24215.75322}"
284,Kuu Finance,Dexes,Avalanche,['Avalanche'],{'Avalanche': 15891.73892}
285,TotemFi,Prediction Market,Binance,['BSC'],{'BSC': 0}
286,Benqi Lending,Lending,Avalanche,['Avalanche'],"{'Avalanche': 135453782.03654, 'pool2': 2010063.60109, 'borrowed': 38136578.96983, 'Avalanche-pool2': 2010063.60109, 'Avalanche-borrowed': 38136578.96983}"
287,Port Finance,Lending,Solana,['Solana'],{'Solana': 7293158.65686}
288,MochiFi,Lending,Ethereum,['Ethereum'],{'Ethereum': 541744.56208}
289,Qubit,Lending,Binance,['BSC'],"{'BSC': 19943.7624, 'Klaytn': 17241.13895}"
290,Ref Finance,Dexes,Near,['Near'],{'Near': 37069086.16558}
291,KuSwap,Dexes,Kucoin,['KCC'],{'KCC': 1429888.95418}
292,Defi Kingdoms,Dexes,Harmony,['Klaytn'],"{'Klaytn-staking': 2786364.80757, 'Harmony-staking': 2080113.50031, 'Klaytn': 3570679.61111, 'Harmony': 2301224.72623, 'staking': 4866478.30788}"
293,UniPower,Staking,Ethereum,['Ethereum'],"{'pool2': 159977.86787, 'Polygon-pool2': 0, 'Ethereum-pool2': 159977.86787, 'Ethereum': 207048.73693, 'Ethereum-staking': 17825.69053, 'Polygon': 0, 'Polygon-staking': 701.57124, 'staking': 18527.26177}"
294,SonicSwap,Dexes,Harmony,['Harmony'],{'Harmony': 41937.00739}
295,Shibance,Dexes,Binance,['BSC'],"{'BSC': 7270.94435, 'KCC': 4117.35903}"
296,Goldfinch,RWA Lending,Ethereum,['Ethereum'],"{'Ethereum': 1610774.29571, 'Ethereum-borrowed': 102096415.5984, 'borrowed': 102096415.5984}"
297,FreeRiver,Dexes,Moonriver,['Moonriver'],{'Moonriver': 18798.87965}
298,SeaDex,Dexes,Moonriver,['Moonriver'],{'Moonriver': 76434.0307}
299,Plenty,Dexes,Tezos,['Tezos'],{'Tezos': 2543293.71694}
300,Tidal Finance,Insurance,Polygon,['Polygon'],"{'Polygon': 2606781.14611, 'Polygon-staking': 198399.79442, 'staking': 198399.79442}"
301,Twindex,Options,Binance,['BSC'],"{'BSC': 116968.92469, 'BSC-staking': 0, 'staking': 0}"
302,MacaronSwap,Dexes,Binance,['BSC'],"{'pool2': 0, 'Polygon-pool2': 0, 'BSC-pool2': 0, 'BSC': 17583.50395, 'BSC-staking': 213969.84443, 'Polygon': 9704.82831, 'Polygon-staking': 24644.6193, 'staking': 238614.46373}"
303,Kava Swap,Dexes,Kava,['Kava'],{'Kava': 4574055.09915}
304,Gyro,Reserve Currency,Binance,['BSC'],"{'BSC': 1250005.90609, 'BSC-staking': 8565.51257, 'staking': 8565.51257}"
305,GMX,Derivatives,Binance,['Arbitrum'],"{'Avalanche': 92556849.21768, 'Avalanche-staking': 25901852.48, 'Arbitrum-staking': 503070961.76, 'Arbitrum': 496002729.57982, 'staking': 528972814.24}"
306,Lyra,Options,Optimism,['Arbitrum'],"{'Optimism': 11995664.2604, 'Ethereum': 135042.59208, 'Ethereum-staking': 27336184.22588, 'Arbitrum': 20275965.43015, 'staking': 27336184.22588}"
307,Annex,Lending,Binance,['BSC'],"{'Kava': 82638.20894, 'Cronos-borrowed': 463152.26459, 'Cronos': 775745.13844, 'BSC-borrowed': 998577.79272, 'BSC': 1532258.07869, 'borrowed': 1495835.86114, 'Kava-borrowed': 34105.80382}"
308,Cub Finance,Farm,Binance,['BSC'],"{'BSC': 984226.09427, 'BSC-staking': 18719.75494, 'pool2': 0, 'BSC-pool2': 0, 'staking': 18719.75494}"
309,Orion Protocol,Dexes,Ethereum,['BSC'],"{'BSC': 5730088.6311, 'Ethereum': 1442387.15212}"
310,DefiBox,Dexes,EOS,['EOS'],"{'BSC': 52012.82317, 'EOS': 35889780.97137, 'EOS-borrowed': 381937.53214, 'borrowed': 381937.53214, 'Wax': 187375.82651}"
311,KlaySwap,Dexes,Klaytn,['Klaytn'],"{'Klaytn-staking': 37344845.03573, 'Klaytn': 118067412.97917, 'staking': 37344845.03573}"
312,QuipuSwap,Dexes,Tezos,['Tezos'],{'Tezos': 1553545.53803}
313,Mobius Money,Dexes,Celo,['Celo'],{'Celo': 3147611.2492}
314,Wrap Protocol,Synthetics,Tezos,['Ethereum'],{'Ethereum': 2170608.37632}
315,Kolibri,CDP,Tezos,['Tezos'],"{'Tezos-pool2': 47508.93167, 'pool2': 47508.93167, 'Tezos': 5240778.11525}"
316,Wonderland,Reserve Currency,Avalanche,['Ethereum'],"{'Ethereum': 18369162.65738, 'Avalanche': 100076.40025, 'Avalanche-staking': 665252960.48317, 'staking': 665252960.48317}"
317,Moonswap,Dexes,Moonriver,['Moonriver'],{'Moonriver': 307374.56451}
318,Solarbeam,Dexes,Moonriver,['Moonriver'],{'Moonriver': 8029808.09872}
319,Youves,Synthetics,Tezos,['Tezos'],"{'Tezos-pool2': 1742283.7839, 'pool2': 1742283.7839, 'Tezos': 33022301.55391}"
320,Pizza,Lending,EOS,['EOS'],{'EOS': 312402.0073}
321,CryptoYieldFocus,Farm,Avalanche,['Avalanche'],{'Avalanche': 4046.09626}
322,Hpdex,Dexes,HPB,['HPB'],{'HPB': 58208.0325}
323,Ramp,CDP,Ethereum,['BSC'],"{'BSC': 203255.1657, 'Ethereum': 109194.48732, 'Avalanche': 464.78399, 'Polygon': 18524.13106}"
324,ShadeCash,Privacy,Fantom,['Fantom'],"{'pool2': 4285.48819, 'Fantom-staking': 10.95722, 'Fantom-pool2': 4285.48819, 'staking': 10.95722, 'Fantom': 74843.99715}"
325,OpenOcean,Dexes,Binance,['BSC'],"{'BSC': 1140525.55821, 'Ethereum': 147653.88674, 'BSC-staking': 505135.05801, 'Avalanche': 21530.92853, 'Avalanche-staking': 385.81276, 'Ethereum-staking': 109697.33334, 'staking': 615218.20412}"
326,Thales,Prediction Market,Ethereum,['Arbitrum'],"{'Optimism': 40593.89978, 'Optimism-pool2': 1334804.54392, 'Optimism-staking': 7052819.2859, 'pool2': 1458031.52064, 'Ethereum-pool2': 123226.97672, 'Ethereum': 5489.239, 'Polygon': 4506.65531, 'Arbitrum': 133082.65247, 'staking': 7052819.2859}"
327,ArbiNYAN,Farm,Arbitrum,['Arbitrum'],"{'pool2': 42590.83251, 'Arbitrum-staking': 43837.28622, 'Arbitrum': 68312.98721, 'Arbitrum-pool2': 42590.83251, 'staking': 43837.28622}"
328,Teddy Cash,CDP,Avalanche,['Avalanche'],"{'Avalanche': 57335.0859, 'Avalanche-staking': 0, 'pool2': 3124.32766, 'Avalanche-pool2': 3124.32766, 'staking': 0}"
329,Larix,Lending,Solana,['Solana'],"{'Solana-borrowed': 2579998.10785, 'Solana': 6823197.54259, 'borrowed': 2579998.10785}"
330,Morpheus Swap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 99655.47598, 'staking': 99655.47598, 'Fantom': 54234.58219}"
331,MyTrade,Dexes,Polygon,['Polygon'],"{'Polygon': 45610.3518, 'Moonbeam': 250.75171}"
332,Value Liquid,Dexes,Ethereum,['Ethereum'],{'Ethereum': 146768.96355}
333,Carbon Finance,Farm,Arbitrum,['Arbitrum'],"{'pool2': 438.27298, 'Arbitrum-staking': 0, 'Arbitrum': 6622.33012, 'Arbitrum-pool2': 438.27298, 'staking': 0}"
334,CherrySwap,Dexes,OKExChain,['OKExChain'],"{'OKExChain-staking': 72730.52491, 'OKExChain': 3006255.37104, 'staking': 72730.52491}"
335,Chainge Finance,Dexes,Fusion,['Fusion'],{}
336,NewDex,Dexes,Binance,['EOS'],{'EOS': 320552.09542}
337,SoulSwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 52509.87809, 'Fantom-borrowed': 16613.60127, 'Avalanche': 0, 'Avalanche-staking': 0, 'borrowed': 23627.06824, 'Fantom': 687637.09711, 'staking': 52509.87809, 'Avalanche-borrowed': 7013.46697}"
338,Omm,Lending,Icon,['Icon'],{}
339,pNetwork,Cross Chain,Ethereum,['BSC'],"{'EOS': 2947714.55463, 'BSC': 13817504.94452, 'Ethereum': 6164000.24173, 'Ultra': 6695743.02981, 'Algorand': 59043.34337, 'Polygon': 3070537.27626, 'Telos': 121326.0341, 'Arbitrum': 14355.83871, 'LBRY': 2028957.66703}"
340,DeFis Network,Dexes,EOS,['EOS'],{'EOS': 3822467.31866}
341,Vigor,Lending,EOS,['EOS'],{'EOS': 823160.98267}
342,Genshiro,Lending,Genshiro,['Genshiro'],{'Genshiro': 820738.70122}
343,Timewarp,Staking,Ethereum,['BSC'],"{'BSC': 303511.18413, 'Ethereum': 808.47116, 'BSC-staking': 8763680.25498, 'Ethereum-staking': 8903453.30204, 'staking': 17667133.55702}"
344,Crunchy Network,Services,Tezos,['Tezos'],{'Tezos': 263338.74}
345,Ante Finance,Insurance,Ethereum,['Ethereum'],"{'Optimism': 2865.004, 'BSC': 504.3, 'Ethereum': 547521.61008, 'Aurora': 1788.79, 'Avalanche': 10511.9676, 'Polygon': 4858.15, 'Arbitrum': 2.14655, 'Fantom': 2025.058}"
346,Vee Finance,Lending,Avalanche,['Avalanche'],"{'Heco': 5700.25611, 'Avalanche': 15141.02193}"
347,Scientix,Synthetics,Binance,['BSC'],{}
348,Vires Finance,Lending,Waves,['Waves'],"{'Waves': 98656513.01542, 'borrowed': 39725983.56855, 'Waves-borrowed': 39725983.56855}"
349,WX Network,Dexes,Waves,['Waves'],{'Waves': 2851627.42311}
350,Pods Finance,Options,Ethereum,['Polygon'],"{'Ethereum': 95232.10005, 'Polygon': 259316.62276, 'Arbitrum': 32562.72377}"
351,Liqee,Lending,Binance,['BSC'],"{'BSC': 25029236.83772, 'Ethereum': 5613491.62275}"
352,Fuzz Finance,Dexes,Harmony,['Harmony'],"{'Harmony-staking': 93855.35051, 'Harmony': 44973.95488, 'staking': 93855.35051}"
353,JetSwap,Dexes,Binance,['BSC'],"{'Fantom-staking': 0, 'BSC': 589182.0696, 'BSC-staking': 0, 'Polygon': 295144.8892, 'Polygon-staking': 0, 'Fantom': 45163.3095, 'staking': 0}"
354,Coinswap Space,Dexes,Binance,['BSC'],{'BSC': 728299.21686}
355,UnoRe,Insurance,Binance,['BSC'],"{'Kava': 1.01, 'BSC': 156887.68233, 'Ethereum': 144501.72932, 'BSC-staking': 1035198.80436, 'Ethereum-staking': 1536365.39587, 'staking': 2571564.20023}"
356,KSwap Finance,Dexes,OKExChain,['OKExChain'],{'OKExChain': 616484.67591}
357,SashimiSwap,Dexes,Ethereum,['Ethereum'],"{'BSC-borrowed': 40644.75253, 'BSC': 374378.6022, 'Ethereum': 23154171.8747, 'Heco': 597090.46241, 'Ethereum-staking': 80988.07178, 'Ethereum-borrowed': 102320.30836, 'borrowed': 143166.45734, 'Heco-borrowed': 201.39644, 'staking': 80988.07178}"
358,CHFRY Finance,Lending,Ethereum,['Ethereum'],{'Ethereum': 18746.44597}
